noun	verb	case	frequency
agreement	sing	concrete	2
agreement	scratch	concrete	2
agreement	sidestep	concrete	2
agreement	catch	concrete	2
agreement	switch	concrete	2
agreement	cast	concrete	2
agreement	notarize	concrete	2
agreement	straddle	concrete	2
agreement	smoke	concrete	1
agreement	lock	concrete	1
agreement	ditch	concrete	1
agreement	yawn	concrete	1
agreement	whisper	concrete	1
agreement	fight	concrete	1
agreement	weld	concrete	1
agreement	resume	concrete	1
agreement	sever	concrete	1
agreement	slam	concrete	1
agreement	shoot	concrete	1
agreement	melt	concrete	1
agreement	visit	concrete	1
agreement	yell	concrete	1
agreement	bury	concrete	1
agreement	pick	concrete	1
agreement	halve	concrete	1
agreement	hunt	concrete	1
agreement	sweep	concrete	1
agreement	sound	concrete	1
agreement	comb	concrete	0
agreement	tire	concrete	0
agreement	nail	concrete	0
agreement	scissor	concrete	0
agreement	blinking	concrete	0
agreement	rake	concrete	0
agreement	screw	concrete	0
agreement	firebomb	concrete	0
agreement	handcuff	concrete	0
agreement	paint	concrete	0
agreement	leaves	concrete	0
agreement	skating	concrete	0
agreement	vomit	concrete	0
agreement	piss	concrete	0
agreement	slap	concrete	0
agreement	buckle	concrete	0
agreement	spit	concrete	0
agreement	caulk	concrete	0
agreement	sandbag	concrete	0
agreement	whip	concrete	0
agreement	eave	concrete	0
agreement	smack	concrete	0
agreement	snowshoe	concrete	0
agreement	spout	concrete	0
agreement	barge	concrete	0
agreement	legging	concrete	0
agreement	crochet	concrete	0
agreement	sprout	concrete	0
analysis	need	abstract	1164
analysis	require	abstract	548
analysis	conduct	abstract	539
analysis	develop	abstract	396
analysis	enable	abstract	344
analysis	consider	abstract	135
analysis	improve	abstract	115
analysis	simplify	abstract	92
analysis	solve	abstract	68
analysis	defy	abstract	55
analysis	relate	abstract	55
analysis	confirm	abstract	54
analysis	conclude	abstract	51
analysis	derive	abstract	48
analysis	suggest	abstract	43
analysis	affect	abstract	42
analysis	comprise	abstract	38
analysis	ensure	abstract	37
analysis	deserve	abstract	34
analysis	define	abstract	33
analysis	explain	abstract	31
analysis	entail	abstract	28
analysis	manage	abstract	28
analysis	justify	abstract	27
analysis	believe	abstract	27
analysis	expect	abstract	26
analysis	want	abstract	25
analysis	know	abstract	23
analysis	await	abstract	22
analysis	engage	abstract	21
analysis	quantify	abstract	20
analysis	reduce	abstract	20
analysis	welcome	abstract	20
analysis	devote	abstract	19
analysis	evaluate	abstract	18
analysis	remain	abstract	18
analysis	motivate	abstract	18
analysis	enrich	abstract	14
analysis	consist	abstract	13
analysis	dominate	abstract	13
analysis	prefer	abstract	12
analysis	occur	abstract	12
analysis	utilize	abstract	12
analysis	vary	abstract	11
analysis	hope	abstract	10
analysis	preclude	abstract	10
analysis	evolve	abstract	10
analysis	confuse	abstract	9
analysis	omit	abstract	9
analysis	render	abstract	8
analysis	differ	abstract	7
analysis	intend	abstract	7
analysis	inspire	abstract	7
analysis	prove	abstract	7
analysis	rely	abstract	7
analysis	advise	abstract	7
analysis	promise	abstract	7
analysis	inhibit	abstract	7
analysis	decide	abstract	6
analysis	situate	abstract	6
analysis	predict	abstract	6
analysis	forget	abstract	6
analysis	verify	abstract	6
analysis	recall	abstract	6
analysis	embody	abstract	5
analysis	depend	abstract	5
analysis	defer	abstract	5
analysis	resolve	abstract	5
analysis	clarify	abstract	5
analysis	commend	abstract	5
analysis	prevail	abstract	4
analysis	invoke	abstract	4
analysis	exploit	abstract	4
analysis	elicit	abstract	4
analysis	assume	abstract	4
analysis	happen	abstract	4
analysis	pervade	abstract	4
analysis	imply	abstract	4
analysis	declare	abstract	4
analysis	satisfy	abstract	4
analysis	become	abstract	3
analysis	forgo	abstract	3
analysis	convey	abstract	3
analysis	appraise	abstract	3
analysis	afford	abstract	3
analysis	approve	abstract	3
analysis	impose	abstract	3
analysis	agonize	abstract	3
analysis	devise	abstract	3
analysis	suppose	abstract	2
analysis	imagine	abstract	2
analysis	deduce	abstract	2
analysis	offend	abstract	2
analysis	doubt	abstract	2
analysis	convince	abstract	2
analysis	forgive	abstract	2
analysis	equate	abstract	2
analysis	prohibit	abstract	2
analysis	overrule	abstract	2
analysis	tend	abstract	2
analysis	carry	concrete	216
analysis	cover	concrete	154
analysis	write	concrete	116
analysis	treat	concrete	111
analysis	call	concrete	106
analysis	show	concrete	89
analysis	lead	concrete	47
analysis	build	concrete	39
analysis	draw	concrete	36
analysis	drive	concrete	34
analysis	handle	concrete	32
analysis	check	concrete	16
analysis	break	concrete	16
analysis	cross	concrete	14
analysis	speak	concrete	13
analysis	sharpen	concrete	11
analysis	launch	concrete	11
analysis	buckle	concrete	8
analysis	push	concrete	8
analysis	feed	concrete	8
analysis	melt	concrete	8
analysis	reach	concrete	8
analysis	step	concrete	7
analysis	tackle	concrete	7
analysis	serve	concrete	7
analysis	drop	concrete	6
analysis	stand	concrete	6
analysis	switch	concrete	6
analysis	freeze	concrete	6
analysis	visit	concrete	6
analysis	roll	concrete	5
analysis	skip	concrete	5
analysis	pack	concrete	5
analysis	sound	concrete	5
analysis	talk	concrete	4
analysis	churn	concrete	4
analysis	pull	concrete	4
analysis	split	concrete	4
analysis	raise	concrete	4
analysis	watch	concrete	3
analysis	slide	concrete	3
analysis	click	concrete	3
analysis	resume	concrete	3
analysis	grind	concrete	3
analysis	kill	concrete	3
analysis	peel	concrete	2
analysis	ditch	concrete	2
analysis	sleep	concrete	2
analysis	knit	concrete	2
analysis	cook	concrete	2
analysis	sniff	concrete	2
analysis	catch	concrete	2
analysis	explode	concrete	2
analysis	fall	concrete	2
analysis	rise	concrete	2
analysis	beat	concrete	2
analysis	seize	concrete	2
analysis	dump	concrete	2
analysis	bend	concrete	2
analysis	vote	concrete	2
analysis	furnish	concrete	2
analysis	blow	concrete	2
analysis	pivot	concrete	2
analysis	blend	concrete	2
analysis	smoke	concrete	1
analysis	sign	concrete	1
analysis	shed	concrete	1
analysis	clamp	concrete	1
analysis	spike	concrete	1
analysis	bite	concrete	1
analysis	swim	concrete	1
analysis	dance	concrete	1
analysis	inject	concrete	1
analysis	crawl	concrete	1
analysis	bake	concrete	1
analysis	shrug	concrete	1
analysis	fight	concrete	1
analysis	weave	concrete	1
analysis	steer	concrete	1
analysis	fold	concrete	1
analysis	throw	concrete	1
analysis	sever	concrete	1
analysis	slam	concrete	1
analysis	wring	concrete	1
analysis	shoot	concrete	1
analysis	cast	concrete	1
analysis	lift	concrete	1
analysis	hunt	concrete	1
analysis	commute	concrete	1
analysis	excavate	concrete	1
analysis	weigh	concrete	1
analysis	squeeze	concrete	1
analysis	flush	concrete	1
analysis	sweep	concrete	1
analysis	hang	concrete	1
analysis	comb	concrete	0
analysis	tire	concrete	0
analysis	nail	concrete	0
analysis	scissor	concrete	0
analysis	blinking	concrete	0
animation	develop	abstract	44
animation	render	abstract	30
animation	love	abstract	25
animation	want	abstract	21
animation	explain	abstract	15
animation	need	abstract	11
animation	require	abstract	9
animation	annoy	abstract	8
animation	improve	abstract	7
animation	enable	abstract	7
animation	define	abstract	7
animation	become	abstract	6
animation	engage	abstract	6
animation	consider	abstract	5
animation	comprise	abstract	5
animation	consist	abstract	5
animation	exploit	abstract	4
animation	inspire	abstract	4
animation	subvert	abstract	4
animation	vary	abstract	4
animation	relate	abstract	4
animation	believe	abstract	3
animation	know	abstract	3
animation	simplify	abstract	3
animation	decide	abstract	3
animation	affect	abstract	3
animation	bestow	abstract	3
animation	dominate	abstract	3
animation	prefer	abstract	2
animation	seem	abstract	2
animation	suggest	abstract	2
animation	expect	abstract	2
animation	astound	abstract	2
animation	evolve	abstract	2
animation	devote	abstract	2
animation	regulate	abstract	2
animation	dabble	abstract	2
animation	hope	abstract	1
animation	justify	abstract	1
animation	redefine	abstract	1
animation	imagine	abstract	1
animation	ensure	abstract	1
animation	perceive	abstract	1
animation	wonder	abstract	1
animation	convince	abstract	1
animation	depend	abstract	1
animation	retell	abstract	1
animation	utilize	abstract	1
animation	excite	abstract	1
animation	beware	abstract	1
animation	manage	abstract	1
animation	predict	abstract	1
animation	reduce	abstract	1
animation	realize	abstract	1
animation	stylize	abstract	1
animation	conceive	abstract	1
animation	confuse	abstract	1
animation	denote	abstract	1
animation	forget	abstract	1
animation	clarify	abstract	1
animation	impress	abstract	1
animation	renew	abstract	1
animation	depict	abstract	1
animation	finalize	abstract	1
animation	omit	abstract	1
animation	confirm	abstract	1
animation	stay	abstract	1
animation	would	abstract	0
animation	idealize	abstract	0
animation	zing	abstract	0
animation	avail	abstract	0
animation	could	abstract	0
animation	moralize	abstract	0
animation	suppose	abstract	0
animation	deserved	abstract	0
animation	trusting	abstract	0
animation	belong	abstract	0
animation	ought	abstract	0
animation	prevail	abstract	0
animation	distrust	abstract	0
animation	accustom	abstract	0
animation	were	abstract	0
animation	assuming	abstract	0
animation	meant	abstract	0
animation	acquaint	abstract	0
animation	imposing	abstract	0
animation	aspire	abstract	0
animation	should	abstract	0
animation	await	abstract	0
animation	causing	abstract	0
animation	inspired	abstract	0
animation	behoove	abstract	0
animation	disown	abstract	0
animation	valued	abstract	0
animation	differ	abstract	0
animation	estrange	abstract	0
animation	fooling	abstract	0
animation	instill	abstract	0
animation	knowing	abstract	0
animation	outdo	abstract	0
animation	draw	concrete	60
animation	watch	concrete	54
animation	show	concrete	51
animation	cover	concrete	26
animation	build	concrete	26
animation	write	concrete	22
animation	call	concrete	12
animation	drive	concrete	12
animation	launch	concrete	11
animation	handle	concrete	8
animation	speak	concrete	8
animation	lead	concrete	7
animation	break	concrete	7
animation	bounce	concrete	6
animation	blend	concrete	6
animation	paint	concrete	5
animation	explode	concrete	5
animation	talk	concrete	5
animation	tackle	concrete	4
animation	check	concrete	4
animation	walk	concrete	4
animation	resume	concrete	4
animation	raise	concrete	4
animation	jump	concrete	3
animation	slide	concrete	3
animation	throw	concrete	3
animation	steal	concrete	3
animation	reuse	concrete	3
animation	serve	concrete	3
animation	stick	concrete	2
animation	kick	concrete	2
animation	push	concrete	2
animation	drag	concrete	2
animation	roll	concrete	2
animation	catch	concrete	2
animation	switch	concrete	2
animation	carry	concrete	2
animation	freeze	concrete	2
animation	snatch	concrete	2
animation	sound	concrete	2
animation	slap	concrete	1
animation	sign	concrete	1
animation	swing	concrete	1
animation	blink	concrete	1
animation	sing	concrete	1
animation	scream	concrete	1
animation	crawl	concrete	1
animation	bake	concrete	1
animation	fight	concrete	1
animation	weave	concrete	1
animation	feed	concrete	1
animation	scratch	concrete	1
animation	stand	concrete	1
animation	stare	concrete	1
animation	float	concrete	1
animation	skip	concrete	1
animation	fall	concrete	1
animation	juggle	concrete	1
animation	beat	concrete	1
animation	flip	concrete	1
animation	shoot	concrete	1
animation	kill	concrete	1
animation	tumble	concrete	1
animation	console	concrete	1
animation	shine	concrete	1
animation	pack	concrete	1
animation	stir	concrete	1
animation	sweep	concrete	1
animation	reach	concrete	1
animation	comb	concrete	0
animation	tire	concrete	0
animation	smoke	concrete	0
animation	nail	concrete	0
animation	scissor	concrete	0
animation	blinking	concrete	0
animation	rake	concrete	0
animation	screw	concrete	0
animation	firebomb	concrete	0
animation	handcuff	concrete	0
animation	leaves	concrete	0
animation	skating	concrete	0
animation	vomit	concrete	0
animation	piss	concrete	0
animation	buckle	concrete	0
animation	spit	concrete	0
animation	caulk	concrete	0
animation	sandbag	concrete	0
animation	whip	concrete	0
animation	eave	concrete	0
animation	smack	concrete	0
animation	snowshoe	concrete	0
animation	spout	concrete	0
animation	barge	concrete	0
animation	legging	concrete	0
animation	crochet	concrete	0
animation	lock	concrete	0
animation	sprout	concrete	0
animation	chisel	concrete	0
animation	meth	concrete	0
animation	seal	concrete	0
appeal	consider	abstract	650
appeal	decide	abstract	180
appeal	renew	abstract	102
appeal	relate	abstract	93
appeal	reduce	abstract	84
appeal	conduct	abstract	81
appeal	explain	abstract	77
appeal	await	abstract	49
appeal	require	abstract	48
appeal	ensure	abstract	45
appeal	improve	abstract	41
appeal	affect	abstract	40
appeal	want	abstract	40
appeal	doubt	abstract	34
appeal	enable	abstract	34
appeal	justify	abstract	31
appeal	believe	abstract	28
appeal	resolve	abstract	27
appeal	hope	abstract	24
appeal	heed	abstract	21
appeal	confirm	abstract	20
appeal	know	abstract	18
appeal	suggest	abstract	16
appeal	vary	abstract	16
appeal	wish	abstract	15
appeal	approve	abstract	15
appeal	expect	abstract	15
appeal	need	abstract	14
appeal	conclude	abstract	14
appeal	simplify	abstract	14
appeal	concede	abstract	14
appeal	manage	abstract	14
appeal	welcome	abstract	13
appeal	stay	abstract	13
appeal	endure	abstract	11
appeal	advise	abstract	10
appeal	clarify	abstract	10
appeal	prefer	abstract	8
appeal	define	abstract	8
appeal	become	abstract	7
appeal	develop	abstract	7
appeal	affirm	abstract	7
appeal	convince	abstract	6
appeal	suppose	abstract	5
appeal	invoke	abstract	5
appeal	preclude	abstract	5
appeal	perceive	abstract	5
appeal	prove	abstract	5
appeal	evaluate	abstract	5
appeal	forbid	abstract	5
appeal	overrule	abstract	5
appeal	commend	abstract	5
appeal	rebuff	abstract	5
appeal	prevail	abstract	4
appeal	imagine	abstract	4
appeal	intend	abstract	4
appeal	assume	abstract	4
appeal	happen	abstract	4
appeal	prohibit	abstract	4
appeal	persuade	abstract	4
appeal	promise	abstract	4
appeal	deem	abstract	4
appeal	verify	abstract	4
appeal	omit	abstract	4
appeal	render	abstract	4
appeal	freshen	abstract	4
appeal	maximize	abstract	3
appeal	preside	abstract	3
appeal	wonder	abstract	3
appeal	condemn	abstract	3
appeal	remain	abstract	3
appeal	declare	abstract	3
appeal	predict	abstract	3
appeal	contend	abstract	3
appeal	flatter	abstract	3
appeal	deserve	abstract	2
appeal	endear	abstract	2
appeal	convey	abstract	2
appeal	embody	abstract	2
appeal	seem	abstract	2
appeal	exceed	abstract	2
appeal	violate	abstract	2
appeal	bolster	abstract	2
